City,Ratings,Ideal_duration,City_desc,Image_URL
Kanha National Park,3.8,1,"[' locat in a central region of madhya pradesh, kanha nation park is the largest nation park in central india and ha been rank as one of the best park in asia. among the 22 speci of larg mammals, the royal bengal tiger are one of the major attractions. one of the best tiger reserv in india, the present-day area stretch over the 940-kilometr squar which is divid into two sanctuaries: hallon and banjar. ', '', "" the park wa establish in the year 1955 and ha sinc activ contribut to the preserv of mani endang species. the nation park wa taken under the project tiger reserv in 1974. abund in flora and fauna, the kanha nation park hous one of the rarest speci of deer- the barasingha. it is known for the uniqu barasingha convers to save the speci that were onc on the verg of extinction. one of the most scenic wildlif reserv in asia today, thi nation park came to be known the world over through rudyard kipling' book- the jungl book. kanha nation park is famou for it wildlif safari and attract tourist from all over the world. other import anim in thi park are leopards, wild dogs, wild cats, foxes, sloth bears, hyenas, langurs, wild boar and jackals. reptil includ pythons, cobras, krait and other varieti of snake are also found in thi nation park. ""]",https://images.unsplash.com/photo-1686052903991-fedc0903ad4d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxLYW5oYSUyME5hdGlvbmFsJTIwUGFyayUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTQ3ODUzfDA&ixlib=rb-4.0.3&q=80&w=1080
Mysore,4.2,1-2,"[' famous known as the citi of palaces, it wouldn’t be wrong to say that mysore, current mysuru, is one of the most import place in the countri regard ancient reigns. it is replet with the histori of it dazzl royal heritage, intric architecture, it fame silk sarees, yoga, and sandalwood, to name just a few. locat in the foothil of the chamundi hills, mysor is the third most popul citi in karnataka, and it rich heritag draw million of tourist all year round. the highlight is the majest mysor palace, a unesco world heritag site, which is a must-visit.', '', ' mysor wa one of the three largest princ state in the erstwhil british empir of india. to thi day, the mysor palac stand tall as one of the most spectacular palac in india. a veri famou tourist spot that see thousand of visitor mill in and around it everi day, the mysor palac is a mesmer exampl of indo-saracen architecture, everi inch of the palac drip with opul and intric details, and everi room that you visit stand out in term of it elabor architecture, beauti paintings, rich colour and stained-glass windows. on everi sunday, and dure the dussehra celebrations, the palac is spectacularli lit up onc dusk falls.anoth popular element in mysor is the ashtanga school of yoga. thi draw visitor and practition from around the world to particip in thi style of yoga that origin in mysore. ']",https://images.unsplash.com/photo-1634899714428-1b1ce06b0130?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxNeXNvcmUlMjB0b3VyaXNtfGVufDB8fHx8MTczODk0Nzg1M3ww&ixlib=rb-4.0.3&q=80&w=1080
Chandigarh,4.2,1-2,"["" chandigarh is a union territori that is the capit of both punjab, as well as, haryana. india' first plan city, chandigarh is tradit a punjabi citi at heart with a healthi dose of modernity; chandigarh' food and gedi cultur (a leisur drive or ride the city) is what the capit is known for! locat at a distanc of 265 km from delhi, chandigarh is one of the popular weekend road trip destin and other major citi but also act as an import stage point when one head to destin in himach pradesh and jammu and kashmir."", '', "" a favourit activ of the local at chandigarh is boat at the beauti sukhna lake. however, the other import attract in the citi are the rock garden, the leisur valley & rose garden. chandigarh' rock garden is veri well known for be entir design out of discard industri and urban waste, while the leisur valley is an 8-kilometre-long well-maintain park that hous asia' most extens rose garden, a veri popular draw among tourist and local alike.anoth famou place to visit in chandigarh is the capitol complex, often refer to as le corbusi centre. earlier use as le corbusier' base, thi unesco world heritag site ha now been convert into a museum, and tourist are free to visit it. the capitol is also home to the state' vidhan sabha, high court, and secretariat.""]",https://images.unsplash.com/photo-1672799768719-c2d41c309bef?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxDaGFuZGlnYXJoJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NDc4NTR8MA&ixlib=rb-4.0.3&q=80&w=1080
Hampi,4.5,2-4,"["" hampi, the citi of ruins, is a unesco world heritag site. situat in the shadow depth of hill and valley in the state of karnataka, thi place is a histor delight for travellers. surround by 500 ancient monuments, beauti temples, bustl street markets, bastions, treasuri build and captiv remain of vijayanagar empire, hampi is a backpacker' delight. hampi is an open museum with 100+ locat to explor and a favourit way to see the citi from the perspect of it history."", '', ' hampi wa the capit of the vijayanagar empir around 1500 ad, and by some accounts, the second largest citi in the world at that time. over the next centuri it fell out of importance, and now you can explor the ruin of a lot of templ and other structur spread out over a vast area. \nthe terrain around hampi is as mysteri as the ruin itself - the citi is surround by boulder of differ sizes, and you can climb to the top of them with a littl effort to get a stun view of the entir citi and the geography. it is locat on the bank of the tungabhadra river. famou for it massive, beauti carv temples, especi the virupaksha temple, dedic to the patron deiti of the empire. you can also find remain of the old aqueducts, canal and militari barrack and stabl here. \n\nhampi wa declar a unesco world heritag site in 1986 and mani effort have been taken to restor the lost glori of the place - veri limit (if any) modern establish are allow in the main area, which give an authent feel to the ruins.\n\n']",https://images.unsplash.com/photo-1652820331058-710073803085?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxIYW1waSUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTQ3ODU0fDA&ixlib=rb-4.0.3&q=80&w=1080
Gulmarg,4.6,1-2,"["" situat at an altitud of 2730 m abov sea level, gulmarg is a popular ski destin locat in pir panjal rang of union territori of jammu and kashmir. surround by snow-cov lofti himalayas, meadow of flowers, deep ravines, evergreen forest valleys, gulmarg also ha the world' second-highest gondola ride."", '', ' among one of the top honeymoon destin in india, gulmarg boast of be a beauti town without the crowd like manali and shimla. gulmarg ha also been develop as an adventur hub as indian institut of ski and mountain is locat here. a lot of cours on trekking, mountaineering, skiing, and snowboard are offer by iism. there are a lot of other privat tour oper in gulmarg as well which provid similar cours and facil for skiing, snowboard and trekking. known for it scenic beauty, gulmarg ha also been a popular destin for shoot of variou bollywood films.']",https://images.unsplash.com/photo-1712921409321-71bbc3500a83?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxHdWxtYXJnJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE4NTh8MA&ixlib=rb-4.0.3&q=80&w=1080
Almora,3.9,1-2,"[' set in the background of snow-cap himalayan rang of uttarakhand, the sprawl town of almora is a beauti hill station. with easi access from delhi and other major citi of north india, almora is known for it rich cultur heritage, uniqu handicrafts, sumptuou cuisin and magnific wildlife. thi town ha two major rivers- koshi (kaushaki) and suyal (salmali).', '', ' popular pilgrimag site like nanda devi and jageshwar attract thousand of devote each year. almora is also popular among backpack as it ha hostel and cafe in kasar devi, a villag near almora.mani rout that go deeper into the himalaya start from almora, and there is also singl day to weekend trek near the town. almora is also popular for mountain biking, sinc it is easi to reach almora and it is at a rel low altitude, one doe not need too much train to bike here. mani shop and resort rent bike by the hour or by the day, and you can also enjoy cycl across the rug mountain paths.']",https://images.unsplash.com/photo-1655465192040-bbe32b53da6f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxBbG1vcmElMjB0b3VyaXNtfGVufDB8fHx8MTczODk1MTg2M3ww&ixlib=rb-4.0.3&q=80&w=1080
Auli,4.2,2-3,"[' dot with the appl orchards, old oaks, and pine tree there is no dearth of natur beauti in auli. apart from ski you can also go for numer trek in the hill of garhwal himalaya and enjoy the spellbind view of the snow-drap mountains. auli is a popular hill resort in the himalayan rang date back to the 8th centuri ad. the garhwal mandal vika nigam limit (gmvl) run a ski resort and a ski rental shop. ', '', ' auli is a popular ski destin in india becaus of it glitter slope and clean environment. dot with appl orchards, oak and deodars, auli is a popular hill town with numer ski resort situat amidst the himalayan range. locat at 2800 meter abov sea levels, it is home to mountain rang of nanda devi, mana parvat and kamat kamet. mani religi destin are also scatter around auli. it is believ that shankracharya had bless auli with hi visit.']",https://images.unsplash.com/photo-1626189400874-acf93a7b1b1e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxBdWxpJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE2NDl8MA&ixlib=rb-4.0.3&q=80&w=1080
Madurai,4.1,1-2,"["" madurai, the cultur capit of tamil nadu, is one of the oldest continu inhabit citi of india. rule by pandya king for the longest time in it history, it is call as the 'lotu city' as it wa plan and built in the shape of a lotus. madurai is known for meenakshi amman temple, dedic to the goddess meenakshi with a sanctum for her consort, sundareshwarar. "", '', ' there are mani other ancient templ in madurai, includ thiruparankundram. it is one of the import old templ dedic to lord muruga(karthikeya) and is locat on a hillock approxim 8 km from the city. have trade tie with ancient rome, the place hold a great cultur heritage. with bustl bazaar and fantast street food, madurai ha heritag walk conduct throughout the day. madurai is instrument in promot tamil languag and preserv the culture.']",https://images.unsplash.com/photo-1695387745891-8a929a7e9c75?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxNYWR1cmFpJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE2NjF8MA&ixlib=rb-4.0.3&q=80&w=1080
Amarnath,4.6,1,"[' amarnath, locat in union territori of jammu and kashmir is one of the most import pilgrimag in india for the worshipp of lord shiva. the amarnath cave ha an enshrin shival form natur with ice, which resembl lord shiva.', '', "" amarnath is visit by million of tourist everi year from all across the world for a challeng mountain trek call 'amarnath yatra'. legend ha it that, thi place is regard to be the same cave where lord shiva reveal the secret of life and etern to goddess parvati.amarnath cave is access onli dure the sharavan month of july-august. there are two rout avail for undertak the amarnath yatra - via baltal or pahalgam. the baltal route, though shorter, ha a steeper trek route. the pahalgam rout is longer but is gener prefer by most of the devotees. it usual take 3-5 day to reach amarnath from the base point. helicopt servic are now avail by privat oper on both these routes. the devote need to make advanc book and get regist to undertak the holi pilgrimag to amarnath.read more about amarnath yatra 2021""]",https://images.unsplash.com/photo-1609137144813-7d9921338f24?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxBbWFybmF0aCUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNjY0fDA&ixlib=rb-4.0.3&q=80&w=1080
Bodh Gaya,4.5,1-3,"[' bodh gaya is a buddhist pilgrimag site in gaya district of bihar. famou for the mahabodhi temple, it wa here under the bodhi tree that gautama buddha attain enlightenment.', '', ' it is now one of the unesco world heritag sites, and a lot of foreign countries, includ japan and china, have help the indian govern in build facil for the buddhist pilgrims. the place is bustl with pilgrim all through the year from india and abroad who come to pay their homag in monasteries, templ and remnant of bodhi tree.loc near the river neranjana, bodh gaya wa earlier known as uruwela. it wa also known as sambodhi, vajrasana or mahabodhi until the 18th centuri ce. it is one of the four import buddhist site that include: kushinagar, lumbini and sarnath.']",https://images.unsplash.com/photo-1543252655-02bd4539263e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxCb2RoJTIwR2F5YSUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNjY3fDA&ixlib=rb-4.0.3&q=80&w=1080
Mahabaleshwar,4.4,2,"[' mahabaleshwar is a hill station locat in the western ghats, in satara district of maharashtra. apart from it strawberries, mahabaleshwar is also well known for it numer rivers, magnific cascad and majest peaks. it is among the most sought after weekend getaway from pune & mumbai, locat about 120km south-west of pune and 285km from mumbai.', '', ' mahabaleshwar is also a sacr pilgrimag place for hindu as the krishna river origin from here. onc a summer capit of the british, the hill station of mahabaleshwar compris of ancient temples, board schools, manicur and lush green dens forest, waterfalls, hills, valleys. it is often use as a base to visit the magnific pratapgad fort, locat an hour away.malcolm peth, old kshetra mahabaleshwar and a region of the shindola villag are the three villag that make up mahabaleshwar.']",https://images.unsplash.com/photo-1683835588331-c62e5e9a5350?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxNYWhhYmFsZXNod2FyJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE2Njh8MA&ixlib=rb-4.0.3&q=80&w=1080
Visakhapatnam,4.4,2-3,"[' visakhapatnam, also commonli known as vizag, is one of the oldest port citi in the country. situat in the heart of andhra pradesh, visakhapatnam is known for it picturesqu beach and seren landscape, as well as a rich cultur past. the port of visakhapatnam is renown for be home to the oldest shipyard in all of india. locat a short distanc away from visakhapatnam is araku valley, one of the prime attract of vizag. situat at a lofti 910 metr abov sea level, araku valley is a hill station replet with gush waterfalls, crystal clear streams, lush green garden and some challeng trek trails.', '', ' vizag is dot with mani beach along it coastline, with the most famou one be the yarada beach. one of the most stun place to see in all of visakhapatnam, yarada beach is surround by majest hill on three sides, and by the bay of bengal on the other side. one of the best thing about vizag’ beach is that they are a lot cleaner and a lot less crowd than other famou beach along the indian coastline, and yarada beach is no exception. it is the perfect place to sit back on the golden sand and wit a marvel sunris or sunset. if you’r a histori lover, the borra cave are one of the best tourist attract that vizag ha to offer for you. nestl amidst the ananthagiri hill in araku valley, the borra cave are over thousand of year old and are the biggest among all the cave found in india. made entir of natur karstic limestone, the cave are kaleidoscop in nature, and the light fall on the rock coupl with the waterfal creat an extrem colour effect, lend an aura of magic and mystic to the entir ambience. the katiki waterfalls, situat a short distanc away from the borra caves, is a gush waterfal that measur around 50 feet in height and is complet surround by the lush greeneri of the valley. the crystal-clear water cascad down the rocks, border by the gleam green foliag is a sight for sore eyes. be a coastal area, the primari cuisin of visakhapatnam includ seafood, as well as tradit andhra south indian cuisine. while visakhapatnam is not exactli renown for be a shop destination, you will still find a lot of thing that you can take back home. you can purchas a wide varieti of stuff start from handicraft to kalamkari paint to wooden toy to even gorgeou pochamp and ikat sarees.']",https://images.unsplash.com/photo-1708924908152-aa8df3576b86?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxWaXNha2hhcGF0bmFtJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE2NzB8MA&ixlib=rb-4.0.3&q=80&w=1080
Kasol,4.4,2-3,"["" kasol is a quaint littl villag in himach situat along the bank of the river parvati. commonli known as the 'amsterdam of india', kasol is a tourist attract that is rapidli gain fame as a popular hub for trekkers, backpackers, and natur lovers. kasol is situat 23 km from bhuntar and next to the religi town of manikaran and is one of the best place in the countri just to sit back and chill in the panorama of snow-clad mountains, pine tree and gurgl river."", '', ' kasol is famou for it trek trails, which includ trek to kheerganga, yanker pass, sar pass, and pin parbati pass. to get a real feel of the cultur in thi region, go on a visit to the villag of malana. locat a few kilometr away from kasol, malana is a tini hamlet inhabit by peopl live in self-impos isolation. the peopl of malana claim themselv to be aryan descendants, as a result of which they avoid interact with outsiders. the villag ha plenti of scenic sights, though, and is often call ‘littl greece’.kasol is inhabit by a huge number of peopl from israel, which is discern from the plenteous avail isra food, and the street signpost inscrib in hebrew. kasol ha quit a few streetsid cafe which serv delici food, and the experi of sit and enjoy a meal amidst the dark green forest and the awe-inspir mountain make the meal even more enjoyable.kasol ha a flea market that sell a varieti of items, so you can pick up trinkets, souvenirs, pendants, and even semi-preci stone to take back home for famili and friends.']",https://images.unsplash.com/photo-1710495395128-371117a82132?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxLYXNvbCUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNjcxfDA&ixlib=rb-4.0.3&q=80&w=1080
Nashik,4.0,2-3,"[' nasik is a religi hindu city, host to the kumbh mela everi 12 years. it also make for a perfect wine tast destination.', '', "" nashik (nasik), name after a relic associ with ramayana, is a citi in maharashtra locat on the bank of river godavari. nashik play host to the famou kumbh mela everi 12 years. the citi is home to plenti of exot templ and is known in hindu mytholog as the place where ravana' sister, surpanakha, tri to seduc lord ram and got her nose cut off by lakshman in the process. it religi import doesn't end there. it also play host to the thousand of tourist visit shirdi and trimbakeshwar. apart from it temples, nashik also ha forts, waterfal and vineyard to look out for. with multipl vineyard present in nashik, the most popular be sula, the wine-tour industri is mushroom in thi part of maharashtra. nashik give you the chanc to experi a fabul cocktail of extrem - from templ to vineyards, hill to waterfalls, thi place offer a lot to see.""]",https://images.unsplash.com/photo-1666942663044-69c7103a1d2b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxOYXNoaWslMjB0b3VyaXNtfGVufDB8fHx8MTczODk1MTY3Mnww&ixlib=rb-4.0.3&q=80&w=1080
Tirupati,4.5,1-2,"[' situat in the chittoor district of andhra pradesh, tirupati is known for lord venkateshwara temple, one of the most visit pilgrimag centr in the country. tirumala is one of the seven hill in tirupati, where the main templ is located. the templ is believ to be place where lord venkateshwara took the form of an idol and is henc home to the dieti govinda. tirupati is one of the oldest citi of india and find mention in plenti of ancient veda and puranas.', '', ' the non-stop chant of ‘om namo venkatesaya’, the mad pilgrim rush and the 8-feet tall idol of lord venkateshwara – everyth about the sri venkateshwara templ is majestic. spread over an area of 26 kilometr and visit by nearli 50,000 pilgrim everi day, the templ is also commonli refer to as the templ of seven hills.ther are other templ in tirupati too that you can visit, includ the sri kalahasti temple, sri govindarajaswami temple, the kondandarama temple, the parashurameshwara temple, and the iskcon temple. tirupati is home to a uniqu geolog wonder that you shouldn’t miss out on! the silathoranam is a natur arch form out of rock and is locat at the tirumala hills. ']",https://images.unsplash.com/photo-1698944060881-05903daf9ff9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxUaXJ1cGF0aSUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNjczfDA&ixlib=rb-4.0.3&q=80&w=1080
Ujjain,4.4,1-2,"[' ujjain, consid to be one of the holiest citi of india, is an ancient citi situat on the eastern bank of the shipra river in the malwa region of madhya pradesh. ujjain is one of the four site for the kumbh mela, the largest peace-tim gather on the planet that attract 100 million peopl to the festival.', '', ' thi make ujjain an import place of hindu pilgrimage. to add to that, it is also home to the mahakaleshwar jyotirlinga, one of the twelv jyotirlinga shrine to the god shiva. ujjain is one of the most gloriou citi of ancient india as it wa also known to be the educ hub of variou indian scholars. the immens wealth of ujjain in term of religion, architecture, and educ valu make thi is a top attract amongst not onli indian travel but also amongst foreign tourist as well. ujjain is locat at a distanc of 52 km from indore, which is also the nearest major airport.']",https://images.unsplash.com/photo-1722184695502-b56fceb164f8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxVamphaW4lMjB0b3VyaXNtfGVufDB8fHx8MTczODk1MTY3NHww&ixlib=rb-4.0.3&q=80&w=1080
Jim Corbett National Park,4.0,1-2,"[' jim corbett nation park is the oldest nation park set amidst the foothil of the himalaya in the nainit district of uttarakhand. known for hous the endang bengal tiger, corbett nation park is part of the larger corbett tiger reserve.', '', ' famou for it wildlif safaris, jim corbett nation park ha multipl resort set on the riverside. home to more than 650 speci of rare and migratori birds, it is a haven for bird watchers. the most popular attract at corbett nation park is dhikala, a forest lodg locat on the border of patil dun valley, which is known for the stun locat and rich wildlife.onli 180 vehicl are allow to enter the nation park in a day. jim corbett nation park remain close from juli to octob dure the monsoons. however, jhirna, dhela and sitabani tourism zone remain open for tourist throughout the year. safari are organis in all the zone by two shift by the forest offici in all the zones.th jim corbett nation park wa establish in 1936 as hailey nation park and is name after jim corbett who is a famou hunter and naturalist. it wa the first place where project tiger wa launch in 1973. the park is spread over an area of more than 500 sq km and is divid into 5 zones: bijrani, dhikala, jhirna, domunda and sonanandi to promot tourism. ']",https://images.unsplash.com/photo-1686052903991-fedc0903ad4d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxKaW0lMjBDb3JiZXR0JTIwTmF0aW9uYWwlMjBQYXJrJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE2NzZ8MA&ixlib=rb-4.0.3&q=80&w=1080
Gwalior,3.8,1-2,"[' gwalior is a histor citi locat in the state of madhya pradesh. popular becaus of the hilltop fort, gwalior is full of palac and gloriou templ give thi citi a majest charm which speak volum of it gloriou past.', '', "" a histor citi found by king surajesan, gwalior is a citi where india' most emin royalti onc resided. jai vila pala ha the largest carpet in the world which took almost 12 year to weav and two most massiv chandeli in the world that weight close to 3.5 tonnes.th great indian musician tansen wa born in gwalior, and the tomb of tansen is also an import place here. everi year, in november/december, a four-day tansen music festiv is celebr in the citi where variou classic musician from all over the countri perform on the stage near the tomb itself. visit the variou monument and museums, eat the local delicaci like namkeen and go boat in tighra dam while you are in the city.""]",https://images.unsplash.com/photo-1694796776423-96dba3575c57?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxHd2FsaW9yJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE2Nzd8MA&ixlib=rb-4.0.3&q=80&w=1080
Mathura,4.2,1-2,"["" one of hinduism' seven sacr cities, mathura is the birthplac of the veri belov lord krishna. locat in the state of uttar pradesh, mathura and vrindavan are often consid twin citi (locat onli 10km away from each other). mathura is a small town dot with templ from variou age and attract a hord of pilgrim from all over the world. "", '', "" one side of mathura is stretch across the yamuna river, line with 25 ghats, which are best visit dure dawn when you can wit local and tourist take a holi dip, and at dawn (just after the sunset) when hundr of diya are float dure the daili aarti. mathura is flood with tourist and pilgrim dure the two main festiv - janmashtami (lord krishna' birthday) in august/september, and holi in february/march.shri krishna janmabhumi is the most famou tourist attract in mathura, as thi place is believ to the be the exact place where lord krishna wa born, and the prison where he wa born is now on display for tourist to see. mathura ha mani temples, both big and small, dot the entir city, with mani of these templ be dedic to lord krishna. the two most import templ in town are the dwarkadheesh templ and the gita mandir. if you are look for more than just the standard tourist fare, then the best way to explor mathura is by take a walk around the street of the city. everi nook and cranni of thi religi town still retain an old-world charm that beli the urban the citi ha kept up with. there is a lot of histori to mathura that you can experi onli by explor the old-fashion architecture, the crumbl ruin of old houses, and the genial amiabl of the local who are alway will to show you around.it is not possibl to think of a citi as old as mathura and imagin it not have a delici histori of street food! don’t forget to tri out local snack like kachodis, aloo-puri and chaat, which are avail at ani and all eateri line the streets. jalebi and gulab-jamun are also veri popular local street food item that are avail at all shop throughout the day.""]",https://images.unsplash.com/photo-1517427677506-ade074eb1432?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxNYXRodXJhJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE2Nzh8MA&ixlib=rb-4.0.3&q=80&w=1080
Jog Falls,4.4,1,"[' the second-highest plung waterfal in india, jog fall is a major tourist attract in karnataka and is the highest waterfal in the state. second, to the nohkalikai fall of meghalaya, jog fall drop about a huge 253 m (850 ft. ) in a singl fall. however, due to the construct of linganamakki dam which is a hydroelectr plant closeby, the flow in the fall is huge restrict befor monsoons. so, it is best to go dure the monsoon season to see the fall in it full form.', '', "" jog fall is a 2 hour drive from the main shimoga city. also known as gerosappa fall or the joga falls, thi season waterfal is broken into four segment - raja, roarer, rocket and rani. they'r name base on certain characterist of the streams. raja is an unbroken stream, roarer is a strong and violent current that gush down to meet the raja stream, rocket flow down in differ jet and rani is a quiet stream with fall in foam. next time you visit, tri identifi the streams!""]",https://images.unsplash.com/photo-1611299873337-a8cc078cabde?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxKb2clMjBGYWxscyUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNjc5fDA&ixlib=rb-4.0.3&q=80&w=1080
Alibaug,3.9,1-2,"[' alibaug (also spell as alibag) is a small coastal town in the konkan region of maharashtra, known for it beaches, villas, and beauti scenery. alibag is veri popular as a weekend getaway from the citi of mumbai and pune. ', '', "" water sport in alibaug like parasailing, banana boat and jet ski and speed boat are quit popular dure the dri season. most tourist famili spend at least one night in alibag with extend to multipl nights. alibaug ha earn itself the name of 'mini-goa', owe to the high tourist footfal all year round. steep in coloni history, alibaug is a quaint littl town locat about 96 km from mumbai and 150 km from pune, and is replet with sandi beaches, clean unpollut air, and plenti of fort and temples, ensur that despit be a small town, you never run out of activ to do. alibaug is famou for it numer beaches, which are onli a few minutes’ drive away from each other, so you won’t have to worri about which beach to visit and which one to leav out. the most visit beach in alibaug is, of course, alibaug beach, which offer a spectacular of view of not onli the sunris and sunset but of the kolaba fort as well, which you can take a short boat ride to. the colaba fort wa onc the cornerston of the maratha empire, and most of the edific is still in good shape. other popular beach in the area includ kihim beach, and nagaon beach, with kihim beach be a photographer’ paradise.alibaug is also home to mandwa beach, a beach famous known for the innumer number of movi shoot that take place here. the beach offer a stun view of the gateway of india from it bay, and you can sit and sip on a cool drink on the sand under the orchard of coconut tree line the beach. ""]",https://images.unsplash.com/photo-1609137144813-7d9921338f24?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxBbGliYXVnJTIwdG91cmlzbXxlbnwwfHx8fDE3Mzg5NTE2ODF8MA&ixlib=rb-4.0.3&q=80&w=1080
Rameshwaram,4.1,1-2,"[' rameshwaram is locat on a beauti island in the south indian state of tamil nadu. it is separ by a small pamban channel from sri lanka. accord to hindu mythology, thi is the place where lord rama creat a bridg across the sea to sri lanka.', '', ' rameshwaram ha the first sea bridg connect the town of mandapam with pamban island, and rameswaram. abdandon town of dhanushkodi is also locat on pamban island which wa a bustl town until it got destroy in 1964 by cyclone.renown for it magnific prakara with massiv sculptur pillar on either side, the ramanathaswami templ hous the longest corridor in the world. agniteertham is famou for it sacr water and pilgrim perform pooja in honour of their ancestor at thi seashore. the five-fac hanuman templ hold the float stone which wa use to build the bridg between india and sri lanka.']",https://images.unsplash.com/photo-1736885053972-ac49df5553b4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxSYW1lc2h3YXJhbSUyMHRvdXJpc218ZW58MHx8fHwxNzM4OTUxNjgyfDA&ixlib=rb-4.0.3&q=80&w=1080
Vrindavan,4.3,1-2,"[' one of the oldest citi on the bank of yamuna, vrindavan is consid to be one of the most import place of pilgrimag for the devote of krishna. it is said that lord krishna had spent hi childhood in vrindavan. the name of the citi ha been deriv from vrinda (mean basil) and van (mean grove) which perhap refer to the two small grove at nidhivan and seva kunj. sinc vrindavan is consid to be a sacr place, a larg number of peopl come here to abandon their worldli life.', '', ' the citi of vrindavan host hundr of lord krishna and radha templ scatter throughout, the most famou one be bank bihari templ and the world-fam iskcon temple. the vibrant surround perfectli depict the play and benevol natur of lord krishna. locat along the water of river yamuna, the numer templ set amidst the thick wood and lush greeneri of vrindavan are the major attract here. ']",https://images.unsplash.com/photo-1724993519380-3ce4c4064e20?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MDY2MjB8MHwxfHNlYXJjaHwxfHxWcmluZGF2YW4lMjB0b3VyaXNtfGVufDB8fHx8MTczODk1MTY4M3ww&ixlib=rb-4.0.3&q=80&w=1080
